year,unique_id,buffer_pix_sum,buffer_pix_count,ring_pix_sum,ring_pix_count,buffer_area,ring_area,radius
2002,KOR44,2233,108,1855,208,78413712.26364848,78413712.26364404,5000
2003,KOR44,2308,108,1904,208,78413712.26364848,78413712.26364404,5000
2004,KOR44,2342,108,1949,208,78413712.26364848,78413712.26364404,5000
2005,KOR44,2161,108,1756,208,78413712.26364848,78413712.26364404,5000
2006,KOR44,2283,108,1727,208,78413712.26364848,78413712.26364404,5000
2007,KOR44,2339,108,1718,208,78413712.26364848,78413712.26364404,5000
2008,KOR44,2147,108,1610,208,78413712.26364848,78413712.26364404,5000
2009,KOR44,2148,120,1859,224,78413712.26364848,78413712.26364404,5000
2010,KOR44,2015,120,1897,224,78413712.26364848,78413712.26364404,5000
2011,KOR44,2440,120,2018,224,78413712.26364848,78413712.26364404,5000
2012,KOR44,2412,108,1869,208,78413712.26364848,78413712.26364404,5000
2013,KOR44,2663,108,2091,208,78413712.26364848,78413712.26364404,5000
2014,KOR44,2134,108,1694,208,78413712.26364848,78413712.26364404,5000
2015,KOR44,2248,108,1722,208,78413712.26364848,78413712.26364404,5000
2016,KOR44,2180,108,1659,208,78413712.26364848,78413712.26364404,5000
2017,KOR44,2375,108,1848,208,78413712.26364848,78413712.26364404,5000
2018,KOR44,2442,108,1900,208,78413712.26364848,78413712.26364404,5000
1992,KOR46,1478,120,1462,208,78413712.26364848,78413712.26364404,5000
1993,KOR46,1863,120,1720,208,78413712.26364848,78413712.26364404,5000
1994,KOR46,1664,120,1614,208,78413712.26364848,78413712.26364404,5000
1995,KOR46,2158,120,1944,208,78413712.26364848,78413712.26364404,5000
1996,KOR46,2494,120,2139,208,78413712.26364848,78413712.26364404,5000
1997,KOR46,2553,120,2198,208,78413712.26364848,78413712.26364404,5000
1998,KOR46,2793,120,2320,208,78413712.26364848,78413712.26364404,5000
1999,KOR46,2952,120,2444,208,78413712.26364848,78413712.26364404,5000
2000,KOR46,3008,120,2480,208,78413712.26364848,78413712.26364404,5000
2001,KOR46,3536,120,2907,208,78413712.26364848,78413712.26364404,5000
2002,KOR46,3174,120,2533,208,78413712.26364848,78413712.26364404,5000
2003,KOR46,3507,120,2821,208,78413712.26364848,78413712.26364404,5000
2004,KOR46,3328,120,2468,208,78413712.26364848,78413712.26364404,5000
2005,KOR46,3738,120,2863,208,78413712.26364848,78413712.26364404,5000
2006,KOR46,3813,120,2931,208,78413712.26364848,78413712.26364404,5000
2007,KOR46,4029,120,3089,208,78413712.26364848,78413712.26364404,5000
2008,KOR46,4051,120,3080,208,78413712.26364848,78413712.26364404,5000
2009,KOR46,3843,120,3143,208,78413712.26364848,78413712.26364404,5000
2010,KOR46,3850,120,3253,208,78413712.26364848,78413712.26364404,5000
2011,KOR46,3929,120,3273,208,78413712.26364848,78413712.26364404,5000
2012,KOR46,4330,120,3422,208,78413712.26364848,78413712.26364404,5000
2013,KOR46,4374,120,3392,208,78413712.26364848,78413712.26364404,5000
2014,KOR46,3834,120,2634,208,78413712.26364848,78413712.26364404,5000
2015,KOR46,3915,120,2675,208,78413712.26364848,78413712.26364404,5000
2016,KOR46,3951,120,2708,208,78413712.26364848,78413712.26364404,5000
2017,KOR46,4156,120,2931,208,78413712.26364848,78413712.26364404,5000
2018,KOR46,4294,120,3103,208,78413712.26364848,78413712.26364404,5000
1992,KOR45,1171,120,722,224,78413712.26364848,78413712.26364404,5000
1993,KOR45,1187,120,898,224,78413712.26364848,78413712.26364404,5000
1994,KOR45,1448,120,992,224,78413712.26364848,78413712.26364404,5000
1995,KOR45,1682,120,1316,224,78413712.26364848,78413712.26364404,5000
1996,KOR45,1857,120,1511,224,78413712.26364848,78413712.26364404,5000
1997,KOR45,1869,120,1383,224,78413712.26364848,78413712.26364404,5000
1998,KOR45,2149,120,1531,224,78413712.26364848,78413712.26364404,5000
1999,KOR45,2340,120,1610,224,78413712.26364848,78413712.26364404,5000
2000,KOR45,2326,120,1577,224,78413712.26364848,78413712.26364404,5000
2001,KOR45,2856,120,2006,224,78413712.26364848,78413712.26364404,5000
2002,KOR45,2492,120,1884,224,78413712.26364848,78413712.26364404,5000
2003,KOR45,2782,120,1985,224,78413712.26364848,78413712.26364404,5000
2004,KOR45,2419,120,1988,224,78413712.26364848,78413712.26364404,5000
2005,KOR45,2734,120,1986,224,78413712.26364848,78413712.26364404,5000
2006,KOR45,2826,120,2005,224,78413712.26364848,78413712.26364404,5000
2007,KOR45,2812,120,2059,224,78413712.26364848,78413712.26364404,5000
2008,KOR45,2757,120,2025,224,78413712.26364848,78413712.26364404,5000
2009,KOR45,2541,108,1918,208,78413712.26364848,78413712.26364404,5000
2010,KOR45,2672,108,1871,208,78413712.26364848,78413712.26364404,5000
2011,KOR45,2339,108,1820,208,78413712.26364848,78413712.26364404,5000
2012,KOR45,2793,120,2103,224,78413712.26364848,78413712.26364404,5000
2013,KOR45,2664,120,2049,224,78413712.26364848,78413712.26364404,5000
2014,KOR45,2129,120,1804,224,78413712.26364848,78413712.26364404,5000
2015,KOR45,2053,120,1793,224,78413712.26364848,78413712.26364404,5000
2016,KOR45,2061,120,1827,224,78413712.26364848,78413712.26364404,5000
2017,KOR45,2261,120,2021,224,78413712.26364848,78413712.26364404,5000
2018,KOR45,2409,120,2160,224,78413712.26364848,78413712.26364404,5000
1992,KOR95,4187,110,3250,238,78413712.26364848,78413712.26364404,5000
1993,KOR95,4136,110,3340,238,78413712.26364848,78413712.26364404,5000
1994,KOR95,4317,110,3547,238,78413712.26364848,78413712.26364404,5000
1995,KOR95,4581,110,3978,238,78413712.26364848,78413712.26364404,5000
1996,KOR95,4583,110,4119,238,78413712.26364848,78413712.26364404,5000
1997,KOR95,4602,110,4199,238,78413712.26364848,78413712.26364404,5000
1998,KOR95,4498,110,3924,238,78413712.26364848,78413712.26364404,5000
1999,KOR95,4561,110,4114,238,78413712.26364848,78413712.26364404,5000
2000,KOR95,4590,110,4175,238,78413712.26364848,78413712.26364404,5000
2001,KOR95,4589,110,4291,238,78413712.26364848,78413712.26364404,5000
2002,KOR95,4622,110,4311,238,78413712.26364848,78413712.26364404,5000
2003,KOR95,4522,110,4180,238,78413712.26364848,78413712.26364404,5000
2004,KOR95,4375,110,4057,238,78413712.26364848,78413712.26364404,5000
2005,KOR95,4459,110,4135,238,78413712.26364848,78413712.26364404,5000
2006,KOR95,4555,110,4249,238,78413712.26364848,78413712.26364404,5000
2007,KOR95,4539,110,4219,238,78413712.26364848,78413712.26364404,5000
2008,KOR95,4418,110,4127,238,78413712.26364848,78413712.26364404,5000
2009,KOR95,4472,120,4232,208,78413712.26364848,78413712.26364404,5000
2010,KOR95,4448,120,4308,208,78413712.26364848,78413712.26364404,5000
2011,KOR95,4755,120,4444,208,78413712.26364848,78413712.26364404,5000
2012,KOR95,4675,110,4382,238,78413712.26364848,78413712.26364404,5000
2013,KOR95,4718,110,4537,238,78413712.26364848,78413712.26364404,5000
2014,KOR95,4638,110,4324,238,78413712.26364848,78413712.26364404,5000
2015,KOR95,4636,110,4335,238,78413712.26364848,78413712.26364404,5000
2016,KOR95,4637,110,4350,238,78413712.26364848,78413712.26364404,5000
2017,KOR95,4645,110,4360,238,78413712.26364848,78413712.26364404,5000
2018,KOR95,4654,110,4382,238,78413712.26364848,78413712.26364404,5000
1992,PHL47,1886,132,1752,272,78413712.26364636,78413712.26364833,5000
1993,PHL47,1661,132,1730,272,78413712.26364636,78413712.26364833,5000
1994,PHL47,2051,132,1969,272,78413712.26364636,78413712.26364833,5000
1995,PHL47,3044,132,2721,272,78413712.26364636,78413712.26364833,5000
1996,PHL47,3282,132,3200,272,78413712.26364636,78413712.26364833,5000
1997,PHL47,3962,132,3664,272,78413712.26364636,78413712.26364833,5000
1998,PHL47,3307,132,3293,272,78413712.26364636,78413712.26364833,5000
1999,PHL47,3326,132,3164,272,78413712.26364636,78413712.26364833,5000
2000,PHL47,3509,132,3215,272,78413712.26364636,78413712.26364833,5000
2001,PHL47,3296,132,3159,272,78413712.26364636,78413712.26364833,5000
2002,PHL47,3736,132,3568,272,78413712.26364636,78413712.26364833,5000
2003,PHL47,3676,132,3537,272,78413712.26364636,78413712.26364833,5000
2004,PHL47,3521,132,3619,272,78413712.26364636,78413712.26364833,5000
2005,PHL47,3358,132,3400,272,78413712.26364636,78413712.26364833,5000
2006,PHL47,3265,132,3286,272,78413712.26364636,78413712.26364833,5000
2007,PHL47,3627,132,3628,272,78413712.26364636,78413712.26364833,5000
2008,PHL47,3554,132,3555,272,78413712.26364636,78413712.26364833,5000
2009,PHL47,3596,144,3689,256,78413712.26364636,78413712.26364833,5000
2010,PHL47,4217,144,4065,256,78413712.26364636,78413712.26364833,5000
2011,PHL47,3857,144,4058,256,78413712.26364636,78413712.26364833,5000
2012,PHL47,4575,132,4275,272,78413712.26364636,78413712.26364833,5000
2013,PHL47,5007,132,4536,272,78413712.26364636,78413712.26364833,5000
2014,PHL47,4102,132,3854,272,78413712.26364636,78413712.26364833,5000
2015,PHL47,4397,132,4108,272,78413712.26364636,78413712.26364833,5000
2016,PHL47,4584,132,4267,272,78413712.26364636,78413712.26364833,5000
2017,PHL47,4628,132,4317,272,78413712.26364636,78413712.26364833,5000
2018,PHL47,4933,132,4627,272,78413712.26364636,78413712.26364833,5000
1992,PHL9,1181,132,1104,256,78413712.26364636,78413712.26364833,5000
1993,PHL9,1285,132,1137,256,78413712.26364636,78413712.26364833,5000
1994,PHL9,1483,132,1350,256,78413712.26364636,78413712.26364833,5000
1995,PHL9,2207,132,2093,256,78413712.26364636,78413712.26364833,5000
1996,PHL9,2836,132,2408,256,78413712.26364636,78413712.26364833,5000
1997,PHL9,3285,132,2730,256,78413712.26364636,78413712.26364833,5000
1998,PHL9,3028,132,2828,256,78413712.26364636,78413712.26364833,5000
1999,PHL9,3176,132,2749,256,78413712.26364636,78413712.26364833,5000
2000,PHL9,3557,132,2791,256,78413712.26364636,78413712.26364833,5000
2001,PHL9,3463,132,2807,256,78413712.26364636,78413712.26364833,5000
2002,PHL9,3826,132,3058,256,78413712.26364636,78413712.26364833,5000
2003,PHL9,3817,132,3092,256,78413712.26364636,78413712.26364833,5000
2004,PHL9,3786,132,3127,256,78413712.26364636,78413712.26364833,5000
2005,PHL9,3549,132,2932,256,78413712.26364636,78413712.26364833,5000
2006,PHL9,3420,132,2737,256,78413712.26364636,78413712.26364833,5000
2007,PHL9,3681,132,3121,256,78413712.26364636,78413712.26364833,5000
2008,PHL9,3545,132,2987,256,78413712.26364636,78413712.26364833,5000
2009,PHL9,3753,144,3278,256,78413712.26364636,78413712.26364833,5000
2010,PHL9,4204,144,3433,256,78413712.26364636,78413712.26364833,5000
2011,PHL9,4139,144,3657,256,78413712.26364636,78413712.26364833,5000
2012,PHL9,4079,132,3437,256,78413712.26364636,78413712.26364833,5000
2013,PHL9,4408,132,3816,256,78413712.26364636,78413712.26364833,5000
2014,PHL9,4296,132,3760,256,78413712.26364636,78413712.26364833,5000
2015,PHL9,4466,132,3930,256,78413712.26364636,78413712.26364833,5000
2016,PHL9,4562,132,4011,256,78413712.26364636,78413712.26364833,5000
2017,PHL9,4512,132,3991,256,78413712.26364636,78413712.26364833,5000
2018,PHL9,4778,132,4319,256,78413712.26364636,78413712.26364833,5000
1992,TUR8,228,120,138,208,78413712.26364991,78413712.26364586,5000
1993,TUR8,329,120,198,208,78413712.26364991,78413712.26364586,5000
1994,TUR8,247,120,150,208,78413712.26364991,78413712.26364586,5000
1995,TUR8,361,120,234,208,78413712.26364991,78413712.26364586,5000
1996,TUR8,373,120,258,208,78413712.26364991,78413712.26364586,5000
1997,TUR8,519,120,309,208,78413712.26364991,78413712.26364586,5000
1998,TUR8,393,120,353,208,78413712.26364991,78413712.26364586,5000
1999,TUR8,530,120,404,208,78413712.26364991,78413712.26364586,5000
2000,TUR8,563,120,365,208,78413712.26364991,78413712.26364586,5000
2001,TUR8,477,120,337,208,78413712.26364991,78413712.26364586,5000
2002,TUR8,528,120,349,208,78413712.26364991,78413712.26364586,5000
2003,TUR8,401,120,325,208,78413712.26364991,78413712.26364586,5000
2004,TUR8,539,120,336,208,78413712.26364991,78413712.26364586,5000
2005,TUR8,393,120,281,208,78413712.26364991,78413712.26364586,5000
2006,TUR8,427,120,294,208,78413712.26364991,78413712.26364586,5000
2007,TUR8,495,120,345,208,78413712.26364991,78413712.26364586,5000
2008,TUR8,719,120,442,208,78413712.26364991,78413712.26364586,5000
2009,TUR8,815,108,504,208,78413712.26364991,78413712.26364586,5000
2010,TUR8,996,108,508,208,78413712.26364991,78413712.26364586,5000
2011,TUR8,906,108,600,208,78413712.26364991,78413712.26364586,5000
2012,TUR8,1295,120,814,208,78413712.26364991,78413712.26364586,5000
2013,TUR8,1151,120,712,208,78413712.26364991,78413712.26364586,5000
2014,TUR8,1373,120,923,208,78413712.26364991,78413712.26364586,5000
2015,TUR8,1367,120,936,208,78413712.26364991,78413712.26364586,5000
2016,TUR8,1401,120,901,208,78413712.26364991,78413712.26364586,5000
2017,TUR8,1747,120,1247,208,78413712.26364991,78413712.26364586,5000
2018,TUR8,1767,120,1232,208,78413712.26364991,78413712.26364586,5000
1992,TUR34,389,120,553,192,78413712.26364991,78413712.26364586,5000
1993,TUR34,408,120,570,192,78413712.26364991,78413712.26364586,5000
1994,TUR34,289,120,427,192,78413712.26364991,78413712.26364586,5000
1995,TUR34,450,120,605,192,78413712.26364991,78413712.26364586,5000
1996,TUR34,381,120,497,192,78413712.26364991,78413712.26364586,5000
1997,TUR34,269,120,368,192,78413712.26364991,78413712.26364586,5000
1998,TUR34,275,120,354,192,78413712.26364991,78413712.26364586,5000
1999,TUR34,306,120,428,192,78413712.26364991,78413712.26364586,5000
2000,TUR34,492,120,597,192,78413712.26364991,78413712.26364586,5000
2001,TUR34,292,120,418,192,78413712.26364991,78413712.26364586,5000
2002,TUR34,494,120,659,192,78413712.26364991,78413712.26364586,5000
2003,TUR34,246,120,387,192,78413712.26364991,78413712.26364586,5000
2004,TUR34,537,120,643,192,78413712.26364991,78413712.26364586,5000
2005,TUR34,387,120,468,192,78413712.26364991,78413712.26364586,5000
2006,TUR34,425,120,476,192,78413712.26364991,78413712.26364586,5000
2007,TUR34,569,120,596,192,78413712.26364991,78413712.26364586,5000
2008,TUR34,695,120,769,192,78413712.26364991,78413712.26364586,5000
2009,TUR34,702,108,585,208,78413712.26364991,78413712.26364586,5000
2010,TUR34,760,108,665,208,78413712.26364991,78413712.26364586,5000
2011,TUR34,1051,108,830,208,78413712.26364991,78413712.26364586,5000
2012,TUR34,898,120,1022,192,78413712.26364991,78413712.26364586,5000
2013,TUR34,865,120,1060,192,78413712.26364991,78413712.26364586,5000
2014,TUR34,1357,120,1453,192,78413712.26364991,78413712.26364586,5000
2015,TUR34,1523,120,1555,192,78413712.26364991,78413712.26364586,5000
2016,TUR34,1596,120,1606,192,78413712.26364991,78413712.26364586,5000
2017,TUR34,1885,120,1785,192,78413712.26364991,78413712.26364586,5000
2018,TUR34,1821,120,1740,192,78413712.26364991,78413712.26364586,5000
1992,VNM193,0,144,0,256,78413712.26364636,78413712.26364833,5000
1993,VNM193,0,144,0,256,78413712.26364636,78413712.26364833,5000
1994,VNM193,0,144,0,256,78413712.26364636,78413712.26364833,5000
1995,VNM193,0,144,0,256,78413712.26364636,78413712.26364833,5000
1996,VNM193,0,144,0,256,78413712.26364636,78413712.26364833,5000
1997,VNM193,0,144,0,256,78413712.26364636,78413712.26364833,5000
1998,VNM193,0,144,0,256,78413712.26364636,78413712.26364833,5000
1999,VNM193,0,144,0,256,78413712.26364636,78413712.26364833,5000
2000,VNM193,0,144,0,256,78413712.26364636,78413712.26364833,5000
2001,VNM193,0,144,0,256,78413712.26364636,78413712.26364833,5000
2002,VNM193,0,144,0,256,78413712.26364636,78413712.26364833,5000
2003,VNM193,0,144,0,256,78413712.26364636,78413712.26364833,5000
2004,VNM193,0,144,0,256,78413712.26364636,78413712.26364833,5000
2005,VNM193,0,144,0,256,78413712.26364636,78413712.26364833,5000
2006,VNM193,0,144,0,256,78413712.26364636,78413712.26364833,5000
2007,VNM193,0,144,0,256,78413712.26364636,78413712.26364833,5000
2008,VNM193,0,144,0,256,78413712.26364636,78413712.26364833,5000
2009,VNM193,0,132,0,240,78413712.26364636,78413712.26364833,5000
2010,VNM193,0,132,0,240,78413712.26364636,78413712.26364833,5000
2011,VNM193,0,132,0,240,78413712.26364636,78413712.26364833,5000
2012,VNM193,0,144,0,256,78413712.26364636,78413712.26364833,5000
2013,VNM193,0,144,0,256,78413712.26364636,78413712.26364833,5000
2014,VNM193,0,144,18,256,78413712.26364636,78413712.26364833,5000
2015,VNM193,0,144,6,256,78413712.26364636,78413712.26364833,5000
2016,VNM193,0,144,6,256,78413712.26364636,78413712.26364833,5000
2017,VNM193,30,144,150,256,78413712.26364636,78413712.26364833,5000
2018,VNM193,516,144,434,256,78413712.26364636,78413712.26364833,5000
1992,VNM222,0,144,15,256,78413712.26364636,78413712.26364833,5000
1993,VNM222,145,144,139,256,78413712.26364636,78413712.26364833,5000
1994,VNM222,162,144,136,256,78413712.26364636,78413712.26364833,5000
1995,VNM222,169,144,181,256,78413712.26364636,78413712.26364833,5000
